date,time,steps
2021-11-11,00:01,58
2021-11-11,00:06,5
2021-11-11,00:09,61
2021-11-11,00:14,5
2021-11-11,00:17,61
2021-11-11,00:22,5
2021-11-11,00:25,61
2021-11-11,00:30,5
2021-11-11,00:33,61
2021-11-11,00:38,5
2021-11-11,00:41,61
2021-11-11,00:46,5
2021-11-11,00:49,62
2021-11-11,00:54,5
2021-11-11,00:57,61
2021-11-11,01:02,5
2021-11-11,01:05,62
2021-11-11,01:10,5
2021-11-11,01:13,62
2021-11-11,01:18,5
2021-11-11,01:21,60
2021-11-11,01:26,5
2021-11-11,01:29,62
2021-11-11,01:34,5
2021-11-11,01:37,60
2021-11-11,01:42,5
2021-11-11,01:45,62
2021-11-11,01:50,5
2021-11-11,01:53,62
2021-11-11,01:58,5
2021-11-11,02:01,62
2021-11-11,02:06,5
2021-11-11,02:09,62
2021-11-11,02:14,5
2021-11-11,02:17,62
2021-11-11,02:22,5
2021-11-11,02:25,62
2021-11-11,02:30,5
2021-11-11,02:33,62
2021-11-11,02:38,5
2021-11-11,02:41,62
2021-11-11,02:46,5
2021-11-11,02:49,60
2021-11-11,02:54,5
2021-11-11,02:57,62
2021-11-11,03:02,5
2021-11-11,03:05,62
2021-11-11,03:10,5
2021-11-11,03:13,62
2021-11-11,03:18,5
2021-11-11,03:21,62
2021-11-11,03:26,5
2021-11-11,03:29,60
2021-11-11,03:34,5
2021-11-11,03:37,62
2021-11-11,03:42,5
2021-11-11,03:45,62
2021-11-11,03:50,5
2021-11-11,03:53,62
2021-11-11,03:58,5
2021-11-11,04:01,60
2021-11-11,04:06,5
2021-11-11,04:09,60
2021-11-11,04:14,5
2021-11-11,04:17,62
2021-11-11,04:22,5
2021-11-11,04:25,62
2021-11-11,04:30,5
2021-11-11,04:33,62
2021-11-11,04:38,5
2021-11-11,04:41,60
2021-11-11,04:46,5
2021-11-11,04:49,62
2021-11-11,04:54,5
2021-11-11,04:57,60
2021-11-11,05:02,5
2021-11-11,05:05,62
2021-11-11,05:10,5
2021-11-11,05:13,62
2021-11-11,05:18,5
2021-11-11,05:21,62
2021-11-11,05:26,5
2021-11-11,05:29,60
2021-11-11,05:34,5
2021-11-11,05:37,60
2021-11-11,05:42,5
2021-11-11,05:45,62
2021-11-11,05:50,5
2021-11-11,05:53,62
2021-11-11,05:58,5
2021-11-11,06:01,62
2021-11-11,06:06,5
2021-11-11,06:09,60
2021-11-11,06:14,5
2021-11-11,06:17,60
2021-11-11,06:22,5
2021-11-11,06:25,62
2021-11-11,06:30,5
2021-11-11,06:33,60
2021-11-11,06:38,5
2021-11-11,06:41,62
2021-11-11,06:46,5
2021-11-11,06:49,62
2021-11-11,06:54,5
2021-11-11,06:57,60
2021-11-11,07:02,5
2021-11-11,07:05,60
2021-11-11,07:10,5
2021-11-11,07:13,62
2021-11-11,07:18,5
2021-11-11,07:21,62
2021-11-11,07:26,5
2021-11-11,07:29,60
2021-11-11,07:34,5
2021-11-11,07:37,62
2021-11-11,07:42,5
2021-11-11,07:45,62
2021-11-11,07:50,5
2021-11-11,07:53,62
2021-11-11,07:58,5
2021-11-11,08:01,62
2021-11-11,08:06,5
2021-11-11,08:09,62
2021-11-11,08:14,5
2021-11-11,08:17,60
2021-11-11,08:22,5
2021-11-11,08:25,62
2021-11-11,08:30,5
2021-11-11,08:33,62
2021-11-11,08:38,5
2021-11-11,08:41,62
2021-11-11,08:46,5
2021-11-11,08:49,60
2021-11-11,08:54,5
2021-11-11,08:57,62
2021-11-11,09:02,5
2021-11-11,09:05,60
2021-11-11,09:10,5
2021-11-11,09:13,62
2021-11-11,09:18,5
2021-11-11,09:21,62
2021-11-11,09:26,5
2021-11-11,09:29,60
2021-11-11,09:34,5
2021-11-11,09:37,62
2021-11-11,09:42,5
2021-11-11,09:45,62
2021-11-11,09:50,5
2021-11-11,09:53,62
2021-11-11,09:58,5
2021-11-11,10:01,62
2021-11-11,10:06,5
2021-11-11,10:09,62
2021-11-11,10:14,5
2021-11-11,10:17,62
2021-11-11,10:22,5
2021-11-11,10:25,62
2021-11-11,10:30,5
2021-11-11,10:33,62
2021-11-11,10:38,5
2021-11-11,10:41,62
2021-11-11,10:46,5
2021-11-11,10:49,60
2021-11-11,10:54,5
2021-11-11,10:57,60
2021-11-11,11:02,5
2021-11-11,11:05,60
2021-11-11,11:10,5
2021-11-11,11:13,60
2021-11-11,11:18,5
2021-11-11,11:21,62
2021-11-11,11:26,5
2021-11-11,11:29,60
2021-11-11,11:34,5
2021-11-11,11:37,60
2021-11-11,11:42,5
2021-11-11,11:45,62
2021-11-11,11:50,5
2021-11-11,11:53,62
2021-11-11,11:58,5
2021-11-11,12:01,60
2021-11-11,12:06,5
2021-11-11,12:09,62
2021-11-11,12:14,5
2021-11-11,12:17,62
2021-11-11,12:22,5
2021-11-11,12:25,60
2021-11-11,12:30,5
2021-11-11,12:33,60
2021-11-11,12:38,5
2021-11-11,12:41,62
2021-11-11,12:46,5
2021-11-11,12:49,60
2021-11-11,12:54,5
2021-11-11,12:57,60
2021-11-11,13:02,5
2021-11-11,13:05,60
2021-11-11,13:10,5
2021-11-11,13:13,62
2021-11-11,13:18,5
2021-11-11,13:21,62
2021-11-11,13:26,5
2021-11-11,13:29,62
2021-11-11,13:34,5
2021-11-11,13:37,62
2021-11-11,13:42,5
2021-11-11,13:45,60
2021-11-11,13:50,5
2021-11-11,13:53,60
2021-11-11,13:58,5
2021-11-11,14:01,62
2021-11-11,14:06,5
2021-11-11,14:09,60
2021-11-11,14:14,5
2021-11-11,14:17,62
2021-11-11,14:22,5
2021-11-11,14:25,62
2021-11-11,14:30,5
2021-11-11,14:33,62
2021-11-11,14:38,5
2021-11-11,14:41,62
2021-11-11,14:46,5
2021-11-11,14:49,62
2021-11-11,14:54,5
2021-11-11,14:57,60
2021-11-11,15:02,5
2021-11-11,15:05,60
2021-11-11,15:10,5
2021-11-11,15:13,62
2021-11-11,15:18,5
2021-11-11,15:21,60
2021-11-11,15:26,5
2021-11-11,15:29,62
2021-11-11,15:34,5
2021-11-11,15:37,60
2021-11-11,15:42,5
2021-11-11,15:45,62
2021-11-11,15:50,5
2021-11-11,15:53,62
2021-11-11,15:58,5
2021-11-11,16:01,62
2021-11-11,16:06,5
2021-11-11,16:09,62
2021-11-11,16:14,5
2021-11-11,16:17,62
2021-11-11,16:22,5
2021-11-11,16:25,60
2021-11-11,16:30,5
2021-11-11,16:33,62
2021-11-11,16:38,5
2021-11-11,16:41,62
2021-11-11,16:46,5
2021-11-11,16:49,62
2021-11-11,16:54,5
2021-11-11,16:57,62
2021-11-11,17:02,5
2021-11-11,17:05,62
2021-11-11,17:10,5
2021-11-11,17:13,62
2021-11-11,17:18,5
2021-11-11,17:21,60
2021-11-11,17:26,5
2021-11-11,17:29,62
2021-11-11,17:34,5
2021-11-11,17:37,62
2021-11-11,17:42,5
2021-11-11,17:45,62
2021-11-11,17:50,5
2021-11-11,17:53,62
2021-11-11,17:58,5
2021-11-11,18:01,60
2021-11-11,18:06,5
2021-11-11,18:09,62
2021-11-11,18:14,5
2021-11-11,18:17,62
2021-11-11,18:22,5
2021-11-11,18:25,60
2021-11-11,18:30,5
2021-11-11,18:33,62
2021-11-11,18:38,5
2021-11-11,18:41,62
2021-11-11,18:46,5
2021-11-11,18:49,60
2021-11-11,18:54,5
2021-11-11,18:57,62
2021-11-11,19:02,5
2021-11-11,19:05,62
2021-11-11,19:10,5
2021-11-11,19:13,60
2021-11-11,19:18,5
2021-11-11,19:21,62
2021-11-11,19:26,5
2021-11-11,19:29,62
2021-11-11,19:34,5
2021-11-11,19:37,62
2021-11-11,19:42,5
2021-11-11,19:45,60
2021-11-11,19:50,5
2021-11-11,19:53,62
2021-11-11,19:58,5
2021-11-11,20:01,62
2021-11-11,20:06,5
2021-11-11,20:09,62
2021-11-11,20:14,5
2021-11-11,20:17,60
2021-11-11,20:22,5
2021-11-11,20:25,62
2021-11-11,20:30,5
2021-11-11,20:33,62
2021-11-11,20:38,5
2021-11-11,20:41,60
2021-11-11,20:46,5
2021-11-11,20:49,62
2021-11-11,20:54,5
2021-11-11,20:57,62
2021-11-11,21:02,5
2021-11-11,21:05,62
2021-11-11,21:10,5
2021-11-11,21:13,62
2021-11-11,21:18,5
2021-11-11,21:21,62
2021-11-11,21:26,5
2021-11-11,21:29,62
2021-11-11,21:34,5
2021-11-11,21:37,60
2021-11-11,21:42,5
2021-11-11,21:45,60
2021-11-11,21:50,5
2021-11-11,21:53,62
2021-11-11,21:58,5
2021-11-11,22:01,62
2021-11-11,22:06,5
2021-11-11,22:09,60
2021-11-11,22:14,5
2021-11-11,22:17,62
2021-11-11,22:22,5
2021-11-11,22:25,60
2021-11-11,22:30,5
2021-11-11,22:33,62
2021-11-11,22:38,5
2021-11-11,22:41,60
2021-11-11,22:46,5
2021-11-11,22:49,60
2021-11-11,22:54,5
2021-11-11,22:57,62
2021-11-11,23:02,5
2021-11-11,23:05,62
2021-11-11,23:10,5
2021-11-11,23:13,62
2021-11-11,23:18,5
2021-11-11,23:21,62
2021-11-11,23:26,5
2021-11-11,23:29,62
2021-11-11,23:34,5
2021-11-11,23:37,62
2021-11-11,23:42,5
2021-11-11,23:45,60
2021-11-11,23:50,5
2021-11-11,23:53,62
2021-11-11,23:58,5
2021-11-11,24:01,62
2021-11-11,24:06,5
2021-11-11,24:09,62
2021-11-11,24:14,5
2021-11-11,24:17,62
2021-11-11,24:22,5
2021-11-11,24:25,60
2021-11-11,24:30,5
2021-11-11,24:33,62
2021-11-11,24:38,5
2021-11-11,24:41,62
2021-11-11,24:46,5
2021-11-11,24:49,60
2021-11-11,24:54,5
2021-11-11,24:57,60
2021-11-11,25:02,5
2021-11-11,25:05,60
2021-11-11,25:10,5
2021-11-11,25:13,62
2021-11-11,25:18,5
2021-11-11,25:21,60
2021-11-11,25:26,5
2021-11-11,25:29,62
2021-11-11,25:34,5
2021-11-11,25:37,62
2021-11-11,25:42,5
2021-11-11,25:45,60
2021-11-11,25:50,5
2021-11-11,25:53,62
2021-11-11,25:58,5
2021-11-11,26:01,62
2021-11-11,26:06,5
2021-11-11,26:09,62
2021-11-11,26:14,5
2021-11-11,26:17,62
2021-11-11,26:22,5
2021-11-11,26:25,62
2021-11-11,26:30,5
2021-11-11,26:33,62
2021-11-11,26:38,5
2021-11-11,26:41,62
2021-11-11,26:46,5
2021-11-11,26:49,62
2021-11-11,26:54,5
2021-11-11,26:57,62
2021-11-11,27:02,5
2021-11-11,27:05,62
2021-11-11,27:10,5
2021-11-11,27:13,60
2021-11-11,27:18,5
2021-11-11,27:21,62
2021-11-11,27:26,5
2021-11-11,27:29,60
2021-11-11,27:34,5
2021-11-11,27:37,62
2021-11-11,27:42,5
2021-11-11,27:45,62
2021-11-11,27:50,5
2021-11-11,27:53,60
2021-11-11,27:58,5
2021-11-11,28:01,62
2021-11-11,28:06,5
2021-11-11,28:09,62
2021-11-11,28:14,5
2021-11-11,28:17,60
2021-11-11,28:22,5
2021-11-11,28:25,60
2021-11-11,28:30,5
2021-11-11,28:33,62
2021-11-11,28:38,5
2021-11-11,28:41,62
2021-11-11,28:46,5
2021-11-11,28:49,60
2021-11-11,28:54,5
2021-11-11,28:57,60
2021-11-11,29:02,5
2021-11-11,29:05,60
2021-11-11,29:10,5
2021-11-11,29:13,62
2021-11-11,29:18,5
2021-11-11,29:21,60
2021-11-11,29:26,5
2021-11-11,29:29,60
2021-11-11,29:34,5
2021-11-11,29:37,60
2021-11-11,29:42,5
2021-11-11,29:45,60
2021-11-11,29:50,5
2021-11-11,29:53,60
2021-11-11,29:58,5
2021-11-11,30:01,62
2021-11-11,30:06,5
2021-11-11,30:09,62
2021-11-11,30:14,5
2021-11-11,30:17,60
2021-11-11,30:22,5
2021-11-11,30:25,60
2021-11-11,30:30,5
2021-11-11,30:33,60
2021-11-11,30:38,5
2021-11-11,30:41,62
2021-11-11,30:46,5
2021-11-11,30:49,62
2021-11-11,30:54,5
2021-11-11,30:57,62
2021-11-11,31:02,5
2021-11-11,31:05,60
2021-11-11,31:10,5
2021-11-11,31:13,62
2021-11-11,31:18,5
2021-11-11,31:21,60
2021-11-11,31:26,5
2021-11-11,31:29,62
2021-11-11,31:34,5
2021-11-11,31:37,62
2021-11-11,31:42,5
2021-11-11,31:45,60
2021-11-11,31:50,5
2021-11-11,31:53,60
2021-11-11,31:58,5
2021-11-11,32:01,60
2021-11-11,32:06,5
2021-11-11,32:09,62
2021-11-11,32:14,5
2021-11-11,32:17,60
2021-11-11,32:22,5
2021-11-11,32:25,60
2021-11-11,32:30,5
2021-11-11,32:33,62
2021-11-11,32:38,5
2021-11-11,32:41,60
2021-11-11,32:46,5
2021-11-11,32:49,60
2021-11-11,32:54,5
2021-11-11,32:57,62
2021-11-11,33:02,5
2021-11-11,33:05,62
2021-11-11,33:10,5
2021-11-11,33:13,62
2021-11-11,33:18,5
2021-11-11,33:21,62
2021-11-11,33:26,5
2021-11-11,33:29,62
2021-11-11,33:34,5
2021-11-11,33:37,62
2021-11-11,33:42,5
2021-11-11,33:45,60
2021-11-11,33:50,5
2021-11-11,33:53,62
2021-11-11,33:58,5
2021-11-11,34:01,62
2021-11-11,34:06,5
2021-11-11,34:09,62
2021-11-11,34:14,5
2021-11-11,34:17,62
2021-11-11,34:22,5
2021-11-11,34:25,62
2021-11-11,34:30,5
2021-11-11,34:33,60
2021-11-11,34:38,5
2021-11-11,34:41,60
2021-11-11,34:46,5
2021-11-11,34:49,60
2021-11-11,34:54,5
2021-11-11,34:57,62
2021-11-11,35:02,5
2021-11-11,35:05,60
2021-11-11,35:10,5
2021-11-11,35:13,62
2021-11-11,35:18,5
2021-11-11,35:21,60
2021-11-11,35:26,5
2021-11-11,35:29,62
2021-11-11,35:34,5
2021-11-11,35:37,60
2021-11-11,35:42,5
2021-11-11,35:45,60
2021-11-11,35:50,5
2021-11-11,35:53,62
2021-11-11,35:58,5
2021-11-11,36:01,60
2021-11-11,36:06,5
2021-11-11,36:09,62
2021-11-11,36:14,5
2021-11-11,36:17,60
2021-11-11,36:22,5
2021-11-11,36:25,62
2021-11-11,36:30,5
2021-11-11,36:33,62
2021-11-11,36:38,5
2021-11-11,36:41,57
2021-11-11,36:45,2
2021-11-11,36:46,5
2021-11-11,36:49,59
2021-11-11,36:53,3
2021-11-11,36:54,5
2021-11-11,36:57,58
2021-11-11,37:01,7
2021-11-11,37:02,5
2021-11-11,37:05,51
2021-11-11,37:10,5
2021-11-11,37:13,48
2021-11-11,37:17,3
2021-11-11,37:18,5
2021-11-11,37:21,34
2021-11-11,37:25,5
2021-11-11,37:26,5
2021-11-11,37:29,27
2021-11-11,37:34,5
2021-11-11,37:37,41
2021-11-11,37:38,115
2021-11-11,37:42,5
2021-11-11,37:45,44
2021-11-11,37:46,115
2021-11-11,37:49,6
2021-11-11,37:50,5
2021-11-11,37:53,53
2021-11-11,37:58,5
2021-11-11,38:01,43
2021-11-11,38:06,5
2021-11-11,38:09,49
2021-11-11,38:13,6
2021-11-11,38:14,5
2021-11-11,38:17,47
2021-11-11,38:22,5
2021-11-11,38:25,44
2021-11-11,38:30,5
2021-11-11,38:33,43
2021-11-11,38:38,5
2021-11-11,38:41,54
2021-11-11,38:46,5
2021-11-11,38:49,59
2021-11-11,38:54,5
2021-11-11,38:57,58
2021-11-11,39:02,5
2021-11-11,39:05,59
2021-11-11,39:10,5
2021-11-11,39:13,61
2021-11-11,39:18,5
2021-11-11,39:21,61
2021-11-11,39:26,5
2021-11-11,39:29,61
2021-11-11,39:34,5
2021-11-11,39:37,59
2021-11-11,39:42,5
2021-11-11,39:45,61
2021-11-11,39:50,5
2021-11-11,39:53,62
2021-11-11,39:58,5
2021-11-11,40:01,61
2021-11-11,40:06,5
2021-11-11,40:09,62
2021-11-11,40:14,5
2021-11-11,40:17,61
2021-11-11,40:22,5
2021-11-11,40:25,62
2021-11-11,40:30,5
2021-11-11,40:33,62
2021-11-11,40:37,2
2021-11-11,40:38,5
2021-11-11,40:41,60
2021-11-11,40:45,3
2021-11-11,40:46,5
2021-11-11,40:49,59
2021-11-11,40:54,5
2021-11-11,40:57,51
2021-11-11,41:02,5
2021-11-11,41:05,51
2021-11-11,41:10,5
2021-11-11,41:13,35
2021-11-11,41:18,5
2021-11-11,41:21,33
2021-11-11,41:26,5
2021-11-11,41:29,40
2021-11-11,41:30,115
2021-11-11,41:34,5
2021-11-11,41:37,46
2021-11-11,41:41,2
2021-11-11,41:42,5
2021-11-11,41:45,53
2021-11-11,41:50,5
2021-11-11,41:53,53
2021-11-11,41:58,5
2021-11-11,42:01,56
2021-11-11,42:06,5
2021-11-11,42:09,59
2021-11-11,42:14,5
2021-11-11,42:17,59
2021-11-11,42:22,5
2021-11-11,42:25,59
2021-11-11,42:30,5
2021-11-11,42:33,60
2021-11-11,42:37,2
2021-11-11,42:38,5
2021-11-11,42:41,57
2021-11-11,42:46,5
2021-11-11,42:49,58
2021-11-11,42:54,5
2021-11-11,42:57,58
2021-11-11,43:02,5
2021-11-11,43:05,54
2021-11-11,43:09,6
2021-11-11,43:10,5
2021-11-11,43:13,45
2021-11-11,43:18,5
2021-11-11,43:21,45
2021-11-11,43:25,2
2021-11-11,43:26,5
2021-11-11,43:29,42
2021-11-11,43:33,2
2021-11-11,43:34,5
2021-11-11,43:37,45
2021-11-11,43:42,5
2021-11-11,43:45,34
2021-11-11,43:50,5
2021-11-11,43:53,39
2021-11-11,43:58,5
2021-11-11,44:01,34
2021-11-11,44:02,115
2021-11-11,44:06,5
2021-11-11,44:09,30
2021-11-11,44:10,115
2021-11-11,44:14,5
2021-11-11,44:17,29
2021-11-11,44:18,115
2021-11-11,44:22,5
2021-11-11,44:25,38
2021-11-11,44:26,115
2021-11-11,44:30,5
2021-11-11,44:33,33
2021-11-11,44:34,115
2021-11-11,44:38,5
2021-11-11,44:41,48
2021-11-11,44:46,5
2021-11-11,44:49,56
